timestamp,location_id,temperature_c,humidity,rainfall_mm,wind_speed,magnitude,depth_km,soil_type,soil_moisture,soil_density,liquefaction_risk,vibration,strain,load,fatigue_index
2024-01-01 00:00:00,LOC_001,24.71,60.66,0.0,5.19,0.0,300.0,clay,0.4622,1633.91,0.4636,0.46296280565351583,2.9594424683082644e-05,48047.98197878537,0.0009583415435560539
2024-01-01 01:00:00,LOC_001,23.65,63.57,0.0,4.45,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5572697305841917,3.3558532773850386e-05,54484.59648399432,0.0020450646512519045
2024-01-01 02:00:00,LOC_001,23.26,58.31,0.0,3.16,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5453845559821842,3.80152325362315e-05,61720.64529714231,0.003276114448711772
2024-01-01 03:00:00,LOC_001,21.83,62.93,0.0,0.71,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4898700014942408,3.9508268919016065e-05,64145.80506004663,0.004555535296418409
2024-01-01 04:00:00,LOC_001,22.8,62.41,0.0,2.33,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4723351483333358,4.1821485862170874e-05,67900.76425955367,0.005909850723398624
2024-01-01 05:00:00,LOC_001,27.02,54.45,0.0,2.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5655751143260644,4.6479205841176156e-05,75459.15045085615,0.007414922023800617
2024-01-01 06:00:00,LOC_001,23.49,64.64,0.0,3.28,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5659802153900515,4.29025932265257e-05,69655.45793337646,0.008804235712405677
2024-01-01 07:00:00,LOC_001,31.08,56.64,0.0,3.37,0.0,300.0,clay,0.4622,1633.91,0.4636,0.3855417047345068,4.350964266238031e-05,70634.61339400693,0.010213079156827252
2024-01-01 08:00:00,LOC_001,29.22,54.76,0.0,4.35,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4749850107128851,4.2639543380345246e-05,69223.61789765788,0.011593779575335295
2024-01-01 09:00:00,LOC_001,32.29,58.54,0.0,0.69,0.0,300.0,clay,0.4622,1633.91,0.4636,0.600213993932027,3.799511828462688e-05,61681.304742437955,0.012824044705336362
2024-01-01 10:00:00,LOC_001,32.51,51.96,0.0,4.64,0.0,300.0,clay,0.4622,1633.91,0.4636,0.517939640436583,3.887864946999687e-05,63115.46335959852,0.014082914861527306
2024-01-01 11:00:00,LOC_001,30.61,65.77,0.0,6.96,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5274919525854341,3.3992783776373504e-05,55185.02413721217,0.015183608356546198
2024-01-01 12:00:00,LOC_001,29.64,59.25,0.0,5.2,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48130203282020223,3.0802255429693246e-05,50005.99551376685,0.01618100348021403
2024-01-01 13:00:00,LOC_001,33.36,50.9,0.0,4.94,0.0,300.0,clay,0.4622,1633.91,0.4636,0.49686820758088907,2.6710371649563995e-05,43361.08155413945,0.017045862400723984
2024-01-01 14:00:00,LOC_001,32.09,57.84,0.0,4.84,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4230661409565233,2.541445742151246e-05,41257.94906134258,0.017868773269381525
2024-01-01 15:00:00,LOC_001,29.3,67.89,0.0,7.41,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5365756961664696,2.1702519504556374e-05,35233.15111811144,0.0185715164655845
2024-01-01 16:00:00,LOC_001,24.79,68.87,0.0,5.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6054028720598694,1.9454976557301015e-05,31586.066487291908,0.019201516695888883
2024-01-01 17:00:00,LOC_001,28.96,64.51,0.0,3.09,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5334669180931682,1.9989203939112266e-05,32451.78589213523,0.019848784141933775
2024-01-01 18:00:00,LOC_001,26.43,56.63,0.0,1.36,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4841470301186296,1.9249057411705047e-05,31251.132114026248,0.020472103935078336
2024-01-01 19:00:00,LOC_001,26.17,60.75,0.0,4.95,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5564604039061514,1.8725543515853934e-05,30401.294332288322,0.02107847327956758
2024-01-01 20:00:00,LOC_001,23.95,65.89,0.0,6.58,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5008555606113508,1.8975032699562415e-05,30807.165652935186,0.02169293793486687
2024-01-01 21:00:00,LOC_001,21.41,59.15,0.0,3.75,0.0,300.0,clay,0.4622,1633.91,0.4636,0.505194778451301,2.2669163310827097e-05,36805.942125464586,0.02242705125109577
2024-01-01 22:00:00,LOC_001,23.72,53.63,0.0,1.12,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4435028174849973,2.446984783744158e-05,39728.45519109227,0.023219455583243155
2024-01-01 23:00:00,LOC_001,25.19,54.35,0.0,4.86,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48891680618569705,2.848907159465724e-05,46253.12129529924,0.02414199771364925
2024-01-02 00:00:00,LOC_001,26.5,57.83,0.0,3.05,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5376882574613463,3.0745072783104004e-05,49915.04279016944,0.02513757873878613
2024-01-02 01:00:00,LOC_001,20.18,63.07,0.0,4.92,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48341600082738057,3.478965422214725e-05,56485.759176256615,0.026264216058576387
2024-01-02 02:00:00,LOC_001,23.45,54.73,0.0,1.98,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48790573027015804,3.682626524750759e-05,59790.12940938865,0.027456760730544275
2024-01-02 03:00:00,LOC_001,19.59,52.31,0.0,1.37,1.04,300.0,clay,0.4622,1633.91,0.4636,0.5127334820300136,4.1622679091441875e-05,67580.58755647109,0.028804690069634716
2024-01-02 04:00:00,LOC_001,27.15,55.35,0.0,4.84,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5619991836739227,4.277905274624492e-05,69451.8308465924,0.030189942311980814
2024-01-02 05:00:00,LOC_001,28.32,56.47,0.0,3.2,0.0,300.0,clay,0.4622,1633.91,0.4636,0.47796087662490144,4.346883684600174e-05,70570.70522907331,0.03159751107540839
2024-01-02 06:00:00,LOC_001,29.68,64.99,0.0,2.4,0.0,300.0,clay,0.4622,1633.91,0.4636,0.4479872572754523,4.504875384314405e-05,73134.47245928954,0.0330562154858192
2024-01-02 07:00:00,LOC_001,26.45,53.66,0.0,6.13,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5557028276222761,4.276838439137313e-05,69435.09396755404,0.03444113390256365
2024-01-02 08:00:00,LOC_001,32.33,54.69,0.0,5.0,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5780899700938673,4.3915503043756345e-05,71292.42777591986,0.03586309779084516
2024-01-02 09:00:00,LOC_001,30.7,52.51,0.0,8.8,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5357093373880095,4.126284072935701e-05,66987.40584640742,0.03719919581773017
2024-01-02 10:00:00,LOC_001,31.95,51.93,0.0,3.39,0.0,300.0,clay,0.4622,1633.91,0.4636,0.45468544136807165,3.7513933700055435e-05,60900.3977484531,0.03841388535884762
2024-01-02 11:00:00,LOC_001,34.73,64.02,0.0,6.26,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6061760520818459,3.254620993731759e-05,52833.99591808137,0.039467686395126815
2024-01-02 12:00:00,LOC_001,32.05,64.73,0.0,6.99,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5363553123484219,3.0869479512677664e-05,50113.681492615186,0.040467229370648956
2024-01-02 13:00:00,LOC_001,34.98,51.89,0.0,6.08,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6252906918785989,2.7899568323615553e-05,45290.71927031785,0.041370575901070246
2024-01-02 14:00:00,LOC_001,28.77,51.18,0.0,2.44,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5225052900425983,2.387209605545755e-05,38755.616204635895,0.04214357646270498
2024-01-02 15:00:00,LOC_001,30.53,65.81,0.0,9.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5214119907403143,1.9478315072304268e-05,31621.779677512193,0.04277428901083066
2024-01-02 16:00:00,LOC_001,31.07,55.65,0.35,5.58,0.0,300.0,clay,0.4622,1633.91,0.4636,0.49112360099528535,2.0927235396241597e-05,33973.787614116336,0.04345191355866149
2024-01-02 17:00:00,LOC_001,27.15,57.6,0.0,1.07,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5193813243954996,1.7679940417681368e-05,28703.399267633908,0.04402441751879857
2024-01-02 18:00:00,LOC_001,26.75,60.55,0.0,1.7,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5981927027674648,1.8873818083325834e-05,30641.80780627078,0.044635584027381076
2024-01-02 19:00:00,LOC_001,27.07,58.83,0.0,3.95,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5550586995636917,2.0002041458330996e-05,32473.3635802771,0.04528328185143788
2024-01-02 20:00:00,LOC_001,23.02,76.18,0.0,1.15,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5188490058721504,2.0593960677831953e-05,33435.97074158602,0.045950179367028325
2024-01-02 21:00:00,LOC_001,25.43,67.01,0.0,3.29,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5637622974145295,2.1449233586941904e-05,34823.568835760925,0.04664475323539451
2024-01-02 22:00:00,LOC_001,25.1,63.41,0.0,7.31,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5483654696946448,2.5556575875780185e-05,41492.14468103808,0.04747233525531438
2024-01-02 23:00:00,LOC_001,22.52,48.35,0.0,2.47,1.34,298.24,clay,0.4622,1633.91,0.4636,0.5392508507314329,2.7263928119734912e-05,44265.471153563114,0.04835523268834855
2024-01-03 00:00:00,LOC_001,22.68,60.9,0.0,4.21,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6073230316170394,3.0463435048529502e-05,49460.067179679514,0.0493417389925319
2024-01-03 01:00:00,LOC_001,21.13,54.93,0.0,1.81,0.0,300.0,clay,0.4622,1633.91,0.4636,0.48223724167613846,3.321390669654975e-05,53926.702909696425,0.050417334627915415
2024-01-03 02:00:00,LOC_001,26.31,56.1,0.0,9.49,0.0,300.0,clay,0.4622,1633.91,0.4636,0.609004874601792,3.634215971433774e-05,59002.12387458491,0.0515941621269771
2024-01-03 03:00:00,LOC_001,24.51,53.25,0.0,0.74,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6909902783969913,3.90590206607057e-05,63414.36418396529,0.052858994012789075
2024-01-03 04:00:00,LOC_001,22.3,64.02,0.0,3.41,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5197171905558152,4.2683006900916116e-05,69299.93323987492,0.05424121657977964
2024-01-03 05:00:00,LOC_001,25.99,59.49,0.0,0.98,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5006083104674727,4.1633689912997004e-05,67593.27406796691,0.05558939895782215
2024-01-03 06:00:00,LOC_001,29.95,46.9,0.0,4.01,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6149976300772761,4.1834006314790555e-05,67915.26535276185,0.05694400361651359
2024-01-03 07:00:00,LOC_001,32.01,58.72,0.0,9.28,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5557465756566712,4.1705835555418354e-05,67705.51351928468,0.05829442466774474
2024-01-03 08:00:00,LOC_001,27.21,60.02,0.0,4.99,0.0,300.0,clay,0.4622,1633.91,0.4636,0.45402824377503376,4.316232683189252e-05,70074.02622251624,0.05969208691468207
2024-01-03 09:00:00,LOC_001,32.5,57.3,0.0,5.4,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5970542415776944,3.902304959212279e-05,63349.88961287693,0.06095563282223997
2024-01-03 10:00:00,LOC_001,31.45,48.89,0.0,2.89,0.0,300.0,clay,0.4622,1633.91,0.4636,0.517157934290533,3.573064006857631e-05,58005.73364683941,0.0621125868092515
2024-01-03 11:00:00,LOC_001,32.36,61.45,0.0,6.41,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6017159089698928,3.502044343773345e-05,56852.16752046928,0.06324653233062906
2024-01-03 12:00:00,LOC_001,35.18,55.59,0.0,7.01,1.12,300.0,clay,0.4622,1633.91,0.4636,0.6601488652044127,3.0276022498324838e-05,49148.41438952848,0.06422682256072008
2024-01-03 13:00:00,LOC_001,33.93,63.13,0.0,2.69,0.0,300.0,clay,0.4622,1633.91,0.4636,0.620853056482856,2.7248824058670365e-05,44234.89187613703,0.06510911007444604
2024-01-03 14:00:00,LOC_001,29.91,53.6,0.0,1.75,0.0,300.0,clay,0.4622,1633.91,0.4636,0.6489786622114562,2.526600927572711e-05,41018.03052309239,0.0659272356453074
2024-01-03 15:00:00,LOC_001,27.37,55.52,3.09,2.34,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5675140353332147,2.3520823167891908e-05,38185.976895999236,0.06668887445995866
2024-01-03 16:00:00,LOC_001,30.83,51.8,0.0,8.39,0.0,300.0,clay,0.4622,1633.91,0.4636,0.582714513132655,2.018524624931564e-05,32769.318583519314,0.06734247525772945
2024-01-03 17:00:00,LOC_001,26.57,55.18,0.0,0.39,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5535017684641267,1.81288196410821e-05,29432.359924690445,0.06792951871052584
2024-01-03 18:00:00,LOC_001,28.56,52.01,0.0,2.42,0.0,300.0,clay,0.4622,1633.91,0.4636,0.5603083202502327,1.8012471194621237e-05,29242.768539726203,0.06851278066630553
